utc_iso,obc_tick16,mode,bat_v_min_mV,bat_v_mean_mV,temp_bat_max_cC,temp_obc_max_cC,gyro_abs_max,rssi_min,crc_err_cnt,reset_cnt,health_bits
2027-03-14T00:21:00Z,12601,1,7966,7977,2613,3072,14,-120,0,0,0x01
2027-03-14T00:22:00Z,13201,1,7974,7984,2633,3105,13,-121,0,0,0x01
2027-03-14T00:23:00Z,13801,1,7979,7990,2655,3127,13,-122,0,0,0x01
2027-03-14T00:24:00Z,14401,1,7986,7997,2671,3141,13,-119,0,0,0x01
2027-03-14T00:25:00Z,15001,1,7987,8002,2687,3161,14,-118,0,0,0x01
2027-03-14T00:26:00Z,15601,1,8000,8008,2704,3175,15,-118,0,0,0x01
2027-03-14T00:27:00Z,16201,1,8004,8014,2712,3171,13,-120,0,0,0x01
2027-03-14T00:28:00Z,16801,1,8011,8019,2717,3184,15,-118,0,0,0x01
2027-03-14T00:29:00Z,17401,1,8014,8024,2724,3193,12,-119,0,0,0x01
2027-03-14T00:30:00Z,18001,1,8019,8028,2726,3187,12,-120,0,0,0x01
2027-03-14T00:31:00Z,18601,1,8025,8034,2722,3185,15,-118,0,0,0x01
2027-03-14T00:32:00Z,19201,1,8026,8036,2710,3188,13,-119,0,0,0x01
2027-03-14T00:33:00Z,19801,1,8027,8041,2710,3171,16,-120,0,0,0x01
2027-03-14T00:34:00Z,20401,1,8037,8046,2699,3151,13,-120,0,0,0x01
2027-03-14T00:35:00Z,21001,1,8040,8049,2682,3146,11,-119,0,0,0x01
2027-03-14T00:36:00Z,21601,1,8046,8052,2667,3120,14,-118,0,0,0x01
2027-03-14T00:37:00Z,22201,1,8044,8056,2629,3104,13,-118,0,0,0x01
2027-03-14T00:38:00Z,22801,1,8048,8059,2611,3066,13,-119,0,0,0x01
2027-03-14T00:39:00Z,23401,1,8047,8061,2593,3059,14,-119,0,0,0x01
2027-03-14T00:40:00Z,24001,1,8055,8064,2557,3042,13,-119,0,0,0x01
2027-03-14T00:41:00Z,24602,1,8059,8067,2519,2995,13,-118,0,0,0x01
2027-03-14T00:42:00Z,25202,1,8061,8070,2482,2956,15,-119,0,0,0x01
2027-03-14T00:43:00Z,25802,1,8063,8073,2448,2914,16,-119,0,0,0x01
2027-03-14T00:44:00Z,26402,1,8062,8074,2406,2880,13,-119,0,0,0x01
2027-03-14T00:45:00Z,27002,1,8065,8076,2364,2825,13,-119,0,0,0x01
2027-03-14T00:46:00Z,27602,1,8068,8080,2314,2783,15,-119,0,0,0x01
2027-03-14T00:47:00Z,28202,1,8069,8081,2261,2733,15,-118,0,0,0x01
2027-03-14T00:48:00Z,28802,1,8076,8084,2214,2685,10,-121,0,0,0x01
2027-03-14T00:49:00Z,29402,1,8073,8084,2161,2631,13,-118,0,0,0x01
2027-03-14T00:50:00Z,30002,1,8080,8086,2109,2578,15,-86,0,0,0x01
2027-03-14T00:51:00Z,30602,1,8082,8089,2050,2533,17,-80,0,0,0x01
2027-03-14T00:52:00Z,31202,1,8081,8090,1992,2466,17,-72,0,0,0x01
2027-03-14T00:53:00Z,31802,1,8082,8091,1946,2400,16,-67,0,0,0x01
2027-03-14T00:54:00Z,32402,1,8085,8093,1877,2338,13,-64,0,0,0x01
2027-03-14T00:55:00Z,33002,1,8083,8093,1822,2283,19,-64,0,0,0x01
2027-03-14T00:56:00Z,33602,1,8087,8095,1758,2220,11,-66,0,0,0x01
2027-03-14T00:57:00Z,34202,1,8086,8096,1706,2167,14,-71,0,0,0x01
2027-03-14T00:58:00Z,34802,1,8091,8098,1625,2106,16,-78,0,0,0x01
2027-03-14T00:59:00Z,35402,1,8090,8098,1576,2024,14,-87,0,0,0x01
2027-03-14T01:00:00Z,36002,1,8094,8108,2212,2677,14,-119,0,0,0x01
2027-03-14T01:01:00Z,36602,1,8074,8089,2189,2643,14,-121,0,0,0x01
2027-03-14T01:02:00Z,37202,1,8057,8072,2175,2641,14,-121,0,0,0x01
2027-03-14T01:03:00Z,37802,1,8043,8057,2165,2627,13,-118,0,0,0x01
2027-03-14T01:04:00Z,38402,1,8031,8042,2143,2604,13,-119,0,0,0x01
2027-03-14T01:05:00Z,39002,1,8010,8026,2113,2578,13,-119,0,0,0x01
2027-03-14T01:06:00Z,39602,1,8002,8012,2105,2561,14,-119,0,0,0x01
2027-03-14T01:07:00Z,40202,1,7985,7999,2070,2534,13,-121,0,0,0x01
2027-03-14T01:08:00Z,40803,1,7969,7985,2061,2520,14,-120,0,0,0x01
2027-03-14T01:09:00Z,41403,1,7954,7971,2038,2495,13,-120,0,0,0x01
2027-03-14T01:10:00Z,42003,1,7946,7958,2013,2478,13,-118,0,0,0x01
2027-03-14T01:11:00Z,42603,1,7936,7946,1996,2455,11,-119,0,0,0x01
2027-03-14T01:12:00Z,43203,1,7924,7933,1974,2451,13,-120,0,0,0x01
2027-03-14T01:13:00Z,43803,1,7908,7919,1955,2420,12,-119,0,0,0x01
2027-03-14T01:14:00Z,44403,1,7894,7907,1942,2410,15,-118,0,0,0x01
2027-03-14T01:15:00Z,45003,1,7883,7896,1918,2377,14,-120,0,0,0x01
2027-03-14T01:16:00Z,45603,1,7872,7883,1898,2373,15,-118,0,0,0x01
2027-03-14T01:17:00Z,46203,1,7860,7871,1877,2344,16,-120,0,0,0x01
2027-03-14T01:18:00Z,46803,1,7845,7858,1858,2322,15,-119,0,0,0x01
2027-03-14T01:19:00Z,47403,1,7834,7847,1829,2304,14,-118,0,0,0x01
2027-03-14T01:20:00Z,48003,1,7825,7835,1817,2277,13,-118,0,0,0x01
2027-03-14T01:21:00Z,48603,1,7807,7823,1795,2262,17,-119,0,0,0x01
2027-03-14T01:22:00Z,49203,1,7799,7811,1775,2241,13,-120,0,0,0x01
2027-03-14T01:23:00Z,49803,1,7788,7800,1756,2214,14,-121,0,0,0x01
2027-03-14T01:24:00Z,50403,1,7780,7787,1735,2199,18,-119,0,0,0x01
2027-03-14T01:25:00Z,51003,1,7765,7776,1720,2181,13,-118,0,0,0x01
2027-03-14T01:26:00Z,51603,1,7753,7765,1697,2173,14,-119,0,0,0x01
2027-03-14T01:27:00Z,52203,1,7742,7753,1684,2145,15,-120,0,0,0x01
2027-03-14T01:28:00Z,52803,1,7732,7742,1662,2143,16,-118,0,0,0x01
2027-03-14T01:29:00Z,53403,1,7720,7731,1642,2128,16,-119,0,0,0x01
2027-03-14T01:30:00Z,54003,1,7710,7719,1615,2080,16,-119,0,0,0x01
2027-03-14T01:31:00Z,54603,1,7697,7709,1604,2078,14,-120,0,0,0x01
2027-03-14T01:32:00Z,55203,1,7689,7699,1576,2050,17,-119,0,0,0x01
2027-03-14T01:33:00Z,55803,1,7677,7686,1549,2022,12,-118,0,0,0x01
2027-03-14T01:34:00Z,56403,1,7662,7675,1533,2006,13,-119,0,0,0x01
2027-03-14T01:35:00Z,57003,1,7695,7710,1576,2040,18,-119,0,0,0x01
2027-03-14T01:36:00Z,57604,1,7717,7730,1637,2106,13,-120,0,0,0x01
2027-03-14T01:37:00Z,58204,1,7733,7750,1697,2159,12,-122,0,0,0x01
2027-03-14T01:38:00Z,58804,1,7754,7767,1775,2229,14,-118,0,0,0x01
2027-03-14T01:39:00Z,59404,1,7774,7785,1823,2289,14,-120,0,0,0x01
2027-03-14T01:40:00Z,60004,1,7790,7802,1884,2353,15,-86,0,0,0x01
2027-03-14T01:41:00Z,60604,1,7806,7815,1936,2393,16,-79,0,0,0x01
2027-03-14T01:42:00Z,61204,1,7820,7832,1995,2461,14,-71,0,0,0x01
2027-03-14T01:43:00Z,61804,1,7834,7846,2055,2519,14,-67,0,0,0x01
2027-03-14T01:44:00Z,62404,1,7846,7859,2129,2597,11,-63,0,0,0x01
2027-03-14T01:45:00Z,63004,1,7858,7872,2169,2621,12,-65,0,0,0x01
2027-03-14T01:46:00Z,63604,1,7873,7884,2217,2683,14,-68,0,0,0x01
2027-03-14T01:47:00Z,64204,1,7887,7896,2270,2746,14,-73,0,0,0x01
2027-03-14T01:48:00Z,64804,1,7896,7906,2324,2780,15,-78,0,0,0x01
2027-03-14T01:49:00Z,65404,1,7908,7917,2363,2840,14,-86,0,0,0x01
2027-03-14T01:50:00Z,468,1,7915,7926,2397,2857,14,-119,0,0,0x01
2027-03-14T01:51:00Z,1068,1,7926,7936,2459,2908,14,-120,0,0,0x01
2027-03-14T01:52:00Z,1668,1,7934,7945,2482,2949,14,-119,0,0,0x01
2027-03-14T01:53:00Z,2268,1,7945,7954,2512,2984,14,-119,0,0,0x01
2027-03-14T01:54:00Z,2868,1,7951,7960,2555,3015,15,-118,0,0,0x01
2027-03-14T01:55:00Z,3468,1,7959,7970,2583,3042,13,-119,0,0,0x01
2027-03-14T01:56:00Z,4068,1,7964,7976,2606,3076,16,-119,0,0,0x01
2027-03-14T01:57:00Z,4668,1,7975,7984,2640,3096,13,-119,0,0,0x01
2027-03-14T01:58:00Z,5268,1,7984,7991,2662,3116,14,-119,0,0,0x01
2027-03-14T01:59:00Z,5868,1,7983,7997,2674,3139,15,-120,0,0,0x01
2027-03-14T02:00:00Z,6468,1,7992,8003,2695,3175,13,-118,0,0,0x01
2027-03-14T02:01:00Z,7068,1,7999,8009,2698,3172,14,-118,0,0,0x01
2027-03-14T02:02:00Z,7668,1,8001,8013,2714,3193,12,-120,0,0,0x01
2027-03-14T02:03:00Z,8269,1,8010,8018,2721,3187,12,-118,0,0,0x01
2027-03-14T02:04:00Z,8869,1,8014,8024,2724,3191,17,-120,0,0,0x01
2027-03-14T02:05:00Z,9469,1,8016,8029,2730,3185,13,-118,0,0,0x01
2027-03-14T02:06:00Z,10069,1,8022,8033,2726,3188,14,-119,0,0,0x01
2027-03-14T02:07:00Z,10669,1,8025,8038,2715,3182,15,-118,0,0,0x01
2027-03-14T02:08:00Z,11269,1,8032,8040,2702,3176,14,-119,0,0,0x01
2027-03-14T02:09:00Z,11869,1,8033,8045,2688,3160,20,-119,0,0,0x01
2027-03-14T02:10:00Z,12469,1,8039,8049,2680,3142,14,-119,0,0,0x01
2027-03-14T02:11:00Z,13069,1,8044,8052,2655,3122,16,-120,0,0,0x01
2027-03-14T02:12:00Z,13669,1,8043,8056,2635,3095,12,-120,0,0,0x01
2027-03-14T02:13:00Z,14269,1,8050,8059,2617,3100,14,-119,0,0,0x01
2027-03-14T02:14:00Z,14869,1,8052,8063,2584,3048,16,-118,0,0,0x01
2027-03-14T02:15:00Z,15469,1,8057,8065,2560,3007,10,-120,0,0,0x01
2027-03-14T02:16:00Z,16069,1,8055,8067,2520,2991,16,-118,0,0,0x01
2027-03-14T02:17:00Z,16669,1,8063,8070,2487,2941,14,-118,0,0,0x01
2027-03-14T02:18:00Z,17269,1,8064,8072,2446,2918,14,-119,0,0,0x01
2027-03-14T02:19:00Z,17869,1,8066,8075,2395,2860,12,-118,0,0,0x01
2027-03-14T02:20:00Z,18469,1,8068,8077,2358,2820,13,-119,0,0,0x01
2027-03-14T02:21:00Z,19069,1,8069,8079,2312,2779,12,-118,0,0,0x01
2027-03-14T02:22:00Z,19669,1,8073,8081,2265,2734,12,-118,0,0,0x01
2027-03-14T02:23:00Z,20269,1,8073,8083,2226,2678,14,-119,0,0,0x01
2027-03-14T02:24:00Z,20869,1,8078,8086,2162,2647,14,-119,0,0,0x01
2027-03-14T02:25:00Z,21469,1,8077,8087,2103,2582,11,-119,0,0,0x01
2027-03-14T02:26:00Z,22069,1,8080,8089,2063,2531,14,-119,0,0,0x01
2027-03-14T02:27:00Z,22669,1,8081,8090,1993,2457,12,-119,0,0,0x01
2027-03-14T02:28:00Z,23269,1,8079,8091,1937,2401,13,-119,0,0,0x01
2027-03-14T02:29:00Z,23869,1,8084,8093,1883,2340,17,-119,0,0,0x01
2027-03-14T02:30:00Z,24470,1,8088,8095,1820,2287,14,-88,0,0,0x01
2027-03-14T02:31:00Z,25070,1,8082,8095,1771,2233,11,-78,0,0,0x01
2027-03-14T02:32:00Z,25670,1,8082,8096,1700,2157,11,-72,0,0,0x01
2027-03-14T02:33:00Z,26270,1,8088,8097,1640,2102,12,-68,0,0,0x01
2027-03-14T02:34:00Z,26870,1,8090,8099,1574,2030,13,-63,0,0,0x01
2027-03-14T02:35:00Z,27470,1,8096,8109,2219,2678,15,-62,0,0,0x01
2027-03-14T02:36:00Z,28070,1,8073,8089,2197,2670,15,-66,0,0,0x01
2027-03-14T02:37:00Z,28670,1,8060,8073,2182,2635,14,-73,0,0,0x01
2027-03-14T02:38:00Z,29270,1,8047,8057,2155,2617,14,-79,0,0,0x01
2027-03-14T02:39:00Z,29870,1,8029,8041,2130,2607,13,-86,0,0,0x01
2027-03-14T02:40:00Z,30470,1,8015,8028,2117,2588,12,-119,0,0,0x01
2027-03-14T02:41:00Z,31070,1,7998,8013,2094,2553,12,-118,0,0,0x01
2027-03-14T02:42:00Z,31670,1,7988,7999,2073,2541,13,-119,0,0,0x01
2027-03-14T02:43:00Z,32270,1,7972,7985,2059,2528,14,-121,0,0,0x01
2027-03-14T02:44:00Z,32870,1,7962,7972,2036,2498,19,-118,0,0,0x01
2027-03-14T02:45:00Z,33470,1,7948,7959,2020,2478,14,-121,0,0,0x01
2027-03-14T02:46:00Z,34070,1,7934,7946,1993,2460,14,-120,0,0,0x01
2027-03-14T02:47:00Z,34670,1,7920,7931,1975,2443,17,-117,0,0,0x01
2027-03-14T02:48:00Z,35270,1,7906,7921,1953,2430,13,-118,0,0,0x01
2027-03-14T02:49:00Z,35870,1,7891,7907,1935,2389,18,-120,0,0,0x01
2027-03-14T02:50:00Z,36470,1,7882,7895,1911,2393,16,-118,0,0,0x01
2027-03-14T02:51:00Z,37070,1,7871,7882,1900,2361,14,-120,0,0,0x01
2027-03-14T02:52:00Z,37670,1,7861,7871,1884,2342,13,-119,0,0,0x01
2027-03-14T02:53:00Z,38270,1,7848,7858,1856,2334,20,-119,0,0,0x01
2027-03-14T02:54:00Z,38870,1,7836,7845,1836,2301,15,-120,0,0,0x01
2027-03-14T02:55:00Z,39470,1,7823,7834,1816,2300,14,-119,0,0,0x01
2027-03-14T02:56:00Z,40070,1,7810,7822,1800,2265,13,-118,0,0,0x01
2027-03-14T02:57:00Z,40671,1,7800,7811,1778,2244,14,-118,0,0,0x01
2027-03-14T02:58:00Z,41271,1,7789,7799,1756,2227,13,-118,0,0,0x01
2027-03-14T02:59:00Z,41871,1,7776,7788,1731,2199,16,-119,0,0,0x01
2027-03-14T03:00:00Z,42471,1,7766,7777,1724,2176,15,-121,0,0,0x01
2027-03-14T03:01:00Z,43071,1,7753,7765,1693,2157,15,-121,0,0,0x01
2027-03-14T03:02:00Z,43671,1,7742,7754,1674,2139,15,-119,0,0,0x01
2027-03-14T03:03:00Z,44271,1,7732,7742,1661,2135,14,-121,0,0,0x01
2027-03-14T03:04:00Z,44871,1,7719,7731,1646,2116,14,-118,0,0,0x01
2027-03-14T03:05:00Z,45471,1,7706,7720,1616,2105,14,-119,0,0,0x01
2027-03-14T03:06:00Z,46071,1,7697,7708,1598,2069,14,-120,0,0,0x01
2027-03-14T03:07:00Z,46671,1,7687,7697,1577,2050,14,-118,0,0,0x01
2027-03-14T03:08:00Z,47271,1,7677,7686,1560,2020,13,-120,0,0,0x01
2027-03-14T03:09:00Z,47871,1,7659,7675,1545,1993,16,-120,0,0,0x01
2027-03-14T03:10:00Z,48471,1,7696,7710,1568,2034,10,-119,0,0,0x01
2027-03-14T03:11:00Z,49071,1,7716,7730,1628,2086,12,-118,0,0,0x01
2027-03-14T03:12:00Z,49671,1,7736,7748,1706,2174,16,-118,0,0,0x01
2027-03-14T03:13:00Z,50271,0,7757,7767,1767,2227,14,-118,0,0,0x00
2027-03-14T03:14:00Z,50871,0,7774,7785,1826,2291,10,-118,0,0,0x00
2027-03-14T03:15:00Z,51471,0,7785,7800,1884,2343,13,-119,0,0,0x00
2027-03-14T03:16:00Z,52071,0,7803,7815,1943,2410,13,-120,0,0,0x00
2027-03-14T03:17:00Z,52671,0,7820,7831,2012,2494,14,-118,0,0,0x00
2027-03-14T03:18:00Z,53271,0,7832,7846,2057,2512,13,-118,0,0,0x00
2027-03-14T03:19:00Z,53871,0,7845,7858,2112,2572,12,-119,0,0,0x00
2027-03-14T03:20:00Z,54471,0,7861,7871,2162,2636,12,-87,0,0,0x00
2027-03-14T03:21:00Z,55071,0,7872,7884,2230,2700,17,-79,0,0,0x00
2027-03-14T03:22:00Z,55671,0,7884,7895,2270,2743,14,-71,0,0,0x00
2027-03-14T03:23:00Z,56271,1,7897,7906,2309,2766,13,-66,0,0,0x01
2027-03-14T03:24:00Z,56872,1,7902,7917,2364,2818,13,-63,0,0,0x01
2027-03-14T03:25:00Z,57472,1,7917,7926,2397,2869,12,-64,0,0,0x01
2027-03-14T03:26:00Z,58072,1,7924,7936,2445,2914,13,-66,0,0,0x01
2027-03-14T03:27:00Z,58672,1,7935,7946,2488,2943,14,-75,0,0,0x01
2027-03-14T03:28:00Z,59272,1,7944,7953,2523,3012,16,-79,0,0,0x01
2027-03-14T03:29:00Z,59872,1,7952,7961,2546,3029,12,-87,0,0,0x01
2027-03-14T03:30:00Z,60472,1,7960,7969,2590,3053,15,-118,0,0,0x01
2027-03-14T03:31:00Z,61072,1,7965,7976,2608,3069,13,-121,0,0,0x01
2027-03-14T03:32:00Z,61672,1,7974,7983,2642,3110,13,-118,0,0,0x01
2027-03-14T03:33:00Z,62272,1,7980,7990,2663,3135,15,-120,0,0,0x01
2027-03-14T03:34:00Z,62872,1,7987,7996,2679,3136,13,-119,0,0,0x01
2027-03-14T03:35:00Z,63472,1,7992,8002,2680,3152,18,-119,0,0,0x01
2027-03-14T03:36:00Z,64072,1,7996,8008,2703,3165,13,-119,0,0,0x01
2027-03-14T03:37:00Z,64672,1,8004,8014,2720,3169,14,-120,0,0,0x01
2027-03-14T03:38:00Z,65272,1,8010,8019,2718,3185,14,-121,0,0,0x01
2027-03-14T03:39:00Z,336,1,8013,8023,2724,3192,15,-119,0,0,0x01
2027-03-14T03:40:00Z,936,1,8017,8028,2723,3195,13,-120,0,0,0x01
2027-03-14T03:41:00Z,1536,1,8021,8032,2715,3188,13,-118,0,0,0x01
2027-03-14T03:42:00Z,2136,1,8027,8038,2715,3197,13,-118,0,0,0x01
2027-03-14T03:43:00Z,2736,1,8032,8041,2699,3169,14,-120,0,0,0x01
2027-03-14T03:44:00Z,3336,1,8034,8045,2692,3185,13,-118,0,0,0x01
2027-03-14T03:45:00Z,3936,1,8039,8049,2676,3137,16,-119,0,0,0x01
2027-03-14T03:46:00Z,4536,1,8042,8052,2653,3126,13,-119,0,0,0x01
2027-03-14T03:47:00Z,5136,1,8048,8056,2634,3095,22,-120,0,0,0x01
2027-03-14T03:48:00Z,5736,1,8050,8059,2614,3088,12,-119,0,0,0x01
2027-03-14T03:49:00Z,6336,1,8053,8062,2586,3042,20,-119,0,0,0x01
2027-03-14T03:50:00Z,6936,1,8056,8065,2554,3012,12,-119,0,0,0x01
2027-03-14T03:51:00Z,7536,1,8052,8067,2522,3001,16,-118,0,0,0x01
2027-03-14T03:52:00Z,8137,1,8059,8070,2488,2964,15,-119,0,0,0x01
2027-03-14T03:53:00Z,8737,1,8065,8072,2432,2898,14,-120,0,0,0x01
2027-03-14T03:54:00Z,9337,1,8067,8075,2408,2870,15,-119,0,0,0x01
2027-03-14T03:55:00Z,9937,1,8065,8077,2364,2811,13,-119,0,0,0x01
2027-03-14T03:56:00Z,10537,1,8064,8079,2313,2778,15,-119,0,0,0x01
2027-03-14T03:57:00Z,11137,1,8072,8080,2265,2722,20,-120,0,0,0x01
2027-03-14T03:58:00Z,11737,1,8070,8082,2215,2671,12,-118,0,0,0x01
2027-03-14T03:59:00Z,12337,1,8078,8085,2163,2617,14,-119,0,0,0x01
2027-03-14T04:00:00Z,12937,1,8078,8086,2105,2571,14,-121,0,0,0x01
2027-03-14T04:01:00Z,13537,1,8082,8089,2053,2515,13,-120,0,0,0x01
2027-03-14T04:02:00Z,14137,1,8082,8090,2003,2452,14,-119,0,0,0x01
2027-03-14T04:03:00Z,14737,1,8078,8092,1936,2402,12,-119,0,0,0x01
2027-03-14T04:04:00Z,15337,1,8082,8092,1876,2332,16,-120,0,0,0x01
2027-03-14T04:05:00Z,15937,1,8085,8094,1822,2276,15,-119,0,0,0x01
2027-03-14T04:06:00Z,16537,1,8085,8095,1757,2239,13,-120,0,0,0x01
2027-03-14T04:07:00Z,17137,1,8086,8097,1697,2163,14,-119,0,0,0x01
2027-03-14T04:08:00Z,17737,1,8091,8098,1644,2099,15,-119,0,0,0x01
2027-03-14T04:09:00Z,18337,1,8089,8099,1579,2042,16,-119,0,0,0x01
2027-03-14T04:10:00Z,18937,1,8094,8108,2224,2703,13,-87,0,0,0x01
2027-03-14T04:11:00Z,19537,1,8074,8089,2196,2662,17,-81,0,0,0x01
2027-03-14T04:12:00Z,20137,1,8059,8072,2180,2641,13,-73,0,0,0x01
2027-03-14T04:13:00Z,20737,1,8040,8057,2152,2617,15,-66,0,0,0x01
2027-03-14T04:14:00Z,21337,1,8030,8042,2136,2596,13,-63,0,0,0x01
2027-03-14T04:15:00Z,21937,1,8012,8027,2112,2582,12,-62,1,0,0x00
2027-03-14T04:16:00Z,22537,1,8000,8012,2091,2561,15,-66,0,0,0x01
2027-03-14T04:17:00Z,23137,1,7987,7999,2080,2549,13,-72,0,0,0x01
2027-03-14T04:18:00Z,23737,1,7975,7985,2055,2515,14,-79,0,0,0x01
2027-03-14T04:19:00Z,24338,1,7959,7971,2039,2493,18,-86,0,0,0x01
2027-03-14T04:20:00Z,24938,1,7948,7959,2015,2486,16,-118,0,0,0x01
2027-03-14T04:21:00Z,25538,1,7935,7945,1992,2462,15,-119,0,0,0x01
2027-03-14T04:22:00Z,26138,1,7922,7933,1977,2448,13,-120,0,0,0x01
2027-03-14T04:23:00Z,26738,1,7908,7919,1953,2427,15,-119,0,0,0x01
2027-03-14T04:24:00Z,27338,1,7892,7908,1930,2410,17,-119,0,0,0x01
2027-03-14T04:25:00Z,27938,1,7883,7895,1921,2392,13,-120,0,0,0x01
2027-03-14T04:26:00Z,28538,1,7874,7883,1894,2353,14,-119,0,0,0x01
2027-03-14T04:27:00Z,29138,1,7859,7870,1876,2343,14,-119,0,0,0x01
2027-03-14T04:28:00Z,29738,1,7844,7858,1850,2327,17,-118,0,0,0x01
2027-03-14T04:29:00Z,30338,1,7836,7847,1831,2304,19,-119,0,0,0x01
2027-03-14T04:30:00Z,30938,1,7826,7835,1830,2290,15,-118,0,0,0x01
2027-03-14T04:31:00Z,31538,1,7810,7822,1800,2262,14,-119,0,0,0x01
2027-03-14T04:32:00Z,32138,1,7799,7810,1789,2238,15,-118,0,0,0x01
2027-03-14T04:33:00Z,32738,1,7791,7800,1758,2229,15,-121,0,0,0x01
2027-03-14T04:34:00Z,33338,1,7775,7789,1737,2206,11,-118,0,0,0x01
2027-03-14T04:35:00Z,33938,1,7763,7775,1714,2183,19,-118,0,0,0x01
2027-03-14T04:36:00Z,34538,1,7752,7765,1702,2160,15,-120,0,0,0x01
2027-03-14T04:37:00Z,35138,1,7742,7755,1677,2149,15,-121,0,0,0x01
2027-03-14T04:38:00Z,35738,1,7732,7743,1655,2120,15,-120,0,0,0x01
2027-03-14T04:39:00Z,36338,1,7721,7732,1638,2094,11,-120,0,0,0x01
2027-03-14T04:40:00Z,36938,1,7706,7719,1615,2105,17,-119,0,0,0x01
2027-03-14T04:41:00Z,37538,1,7701,7709,1590,2064,12,-120,0,0,0x01
2027-03-14T04:42:00Z,38138,1,7683,7698,1592,2044,16,-119,0,0,0x01
2027-03-14T04:43:00Z,38738,1,7673,7686,1553,2027,15,-119,0,0,0x01
2027-03-14T04:44:00Z,39338,1,7668,7676,1544,2007,12,-121,0,0,0x01
2027-03-14T04:45:00Z,39938,1,7694,7711,1577,2050,17,-119,0,0,0x01
2027-03-14T04:46:00Z,40539,1,7711,7729,1639,2105,13,-120,0,0,0x01
2027-03-14T04:47:00Z,41139,1,7734,7748,1701,2168,14,-120,0,0,0x01
2027-03-14T04:48:00Z,41739,1,7753,7767,1766,2209,14,-120,0,0,0x01
2027-03-14T04:49:00Z,42339,1,7771,7785,1838,2313,14,-120,0,0,0x01
2027-03-14T04:50:00Z,42939,1,7790,7800,1872,2334,15,-119,0,0,0x01
2027-03-14T04:51:00Z,43539,1,7805,7816,1938,2407,15,-121,0,0,0x01
2027-03-14T04:52:00Z,44139,1,7819,7832,1997,2464,16,-119,0,0,0x01
2027-03-14T04:53:00Z,44739,1,7831,7846,2056,2528,15,-119,0,0,0x01
2027-03-14T04:54:00Z,45339,1,7848,7859,2118,2587,11,-118,0,0,0x01
2027-03-14T04:55:00Z,45939,1,7862,7872,2163,2631,15,-118,0,0,0x01
2027-03-14T04:56:00Z,46539,1,7869,7884,2220,2683,14,-119,0,0,0x01
2027-03-14T04:57:00Z,47139,1,7883,7896,2263,2731,13,-119,0,0,0x01
2027-03-14T04:58:00Z,47739,1,7895,7906,2308,2765,12,-119,0,0,0x01
2027-03-14T04:59:00Z,48339,1,7909,7917,2354,2828,15,-120,0,0,0x01
2027-03-14T05:00:00Z,48939,1,7913,7927,2405,2873,16,-86,0,0,0x01
2027-03-14T05:01:00Z,49539,1,7924,7936,2448,2911,13,-78,0,0,0x01
2027-03-14T05:02:00Z,50139,2,7938,7946,2503,3270,15,-70,0,0,0x01
2027-03-14T05:03:00Z,50739,2,7943,7954,2521,3319,12,-66,0,0,0x01
2027-03-14T05:04:00Z,51339,2,7947,7961,2553,3346,15,-63,0,0,0x01
2027-03-14T05:05:00Z,51939,2,7958,7969,2577,3364,13,-62,0,0,0x01
2027-03-14T05:06:00Z,52539,2,7960,7977,2619,3399,13,-66,0,0,0x01
